Chromosome	Distance_bp
chr2 14900
chr2 10199
chr2 6345
chr2 32567
chr2 21052
chr2 256860
chr2 94815
chr2 26439
chr2 100793
chr2 17649
chr2 55192
chr2 22344
chr2 58854
chr2 35764
chr2 27470
chr2 268978
chr2 38261
chr2 103412
chr2 75091
chr2 120916
chr2 91171
chr2 175079
chr2 11751
chr2 46966
chr2 8088
chr2 158667
chr2 100587
chr2 37131
chr2 57726
chr2 103038
chr2 41069
chr2 38838
chr2 54601
chr2 7945
chr2 20500
chr2 95287
chr2 33799
chr2 15866
chr2 17407
chr2 32407
chr2 3114
chr2 432530
chr2 19594
chr2 129755
chr2 127650
chr2 14321
chr2 36477
chr2 24266
chr2 21801
chr2 18553
chr2 39578
chr2 16256
chr2 8739
chr2 188
chr2 16322
chr2 43387
chr2 138244
chr2 177196
chr2 58387
chr2 137195
chr2 42939
chr2 120442
chr2 70188
chr2 7997
chr2 13285
chr2 521
chr2 14467
chr2 4573
chr2 308836
chr2 33981
chr2 181474
chr2 88545
chr2 20231
chr2 123012
chr2 171066
chr2 23413
chr2 108236
chr2 23036
chr2 44931
chr2 48085
chr2 132151
chr2 33793
chr2 232599
chr2 146693
chr2 140160
chr2 25149
chr2 37809
chr2 112513
chr2 267
chr2 120132
chr2 71
chr2 206356
chr2 67215
chr2 266774
chr2 51397
chr2 333964
chr2 25661
chr2 91926
chr2 86117
chr2 129356
chr2 252478
chr2 131419
chr2 246083
chr2 111168
chr2 96069
chr2 21070
chr2 83375
chr2 108112
chr2 9465
chr2 48248
chr2 3647
chr2 127116
chr2 61
chr2 27834
chr2 22033
chr2 65219
chr2 156724
chr2 47914
chr2 27675
chr2 73526
chr2 13274
chr2 10696
chr2 60018
chr2 12496
chr2 8485
chr2 38859
chr2 210813
chr2 38560
chr2 7332
chr2 31268
chr2 36563
chr2 144798
chr2 8186
chr2 4803
chr2 167481
chr2 265994
chr2 30524
chr2 23643
chr2 110463
chr2 34464
chr2 21810
chr2 82535
chr2 32043
chr2 84761
chr2 16854
chr2 143338
chr2 24849
chr2 84748
chr2 28958
chr2 79977
chr2 60791
chr2 77332
chr2 14341
chr2 34621
chr2 23945
chr2 151237
chr2 8866
chr2 20722
chr2 20
chr2 6226
chr2 37608
chr2 35771
chr2 8494
chr2 18914
chr2 21949
chr2 10994
chr2 26888
chr2 26505
chr2 157065
chr2 201679
chr2 36132
chr2 45461
chr2 57824
chr2 114736
chr2 59272
chr2 1868
chr2 308582
chr2 179945
chr2 285483
chr2 159290
chr2 282271
chr2 32354
chr2 258484
chr2 167291
chr2 314875
chr2 28813
chr2 111927
chr2 262156
chr2 17491
chr2 109771
chr2 36117
chr2 183392
chr2 2881
chr2 47069
chr2 113928
chr2 55263
chr2 80202
chr2 391453
chr2 3613
chr2 17749
chr2 12946
chr2 93077
chr2 35604
chr2 250685
chr2 311468
chr2 67989
chr2 81362
chr2 198679
chr2 179303
chr2 132936
chr2 28872
chr2 60194
chr2 42152
chr2 108108
chr2 22342
chr2 408
chr2 20014
chr2 16459
chr2 241204
chr2 94214
chr2 15950
chr2 70270
chr2 40351
chr2 24011
chr2 109529
chr2 47371
chr2 23810
chr2 67104
chr2 230618
chr2 87636
chr2 107263
chr2 4424
chr2 68381
chr2 91602
chr2 47361
chr2 81950
chr2 94320
chr2 8798
chr2 5286
chr2 65721
chr2 32329
chr2 7999
chr2 71476
chr2 85925
chr2 287276
chr2 92035
chr2 20289
chr2 249250
chr2 75
chr2 61073
chr2 59874
chr2 7586
chr2 90
chr2 97427
chr2 12242
chr2 68463
chr2 17334
chr2 125147
chr2 101056
chr2 76146
chr2 26879
chr2 139771
chr2 60452
chr2 232702
chr2 3741
chr2 81238
chr2 68207
chr2 16271
chr2 52036
chr2 4581
chr2 16045
chr2 19932
chr2 5715
chr2 138
chr2 12262
chr2 101763
chr2 16082
chr2 185426
chr2 47446
chr2 12242
chr2 10051
chr2 161623
chr2 62534
chr2 53884
chr2 149860
chr2 152797
chr2 179423
chr2 17908
chr2 25432
chr2 24624
chr2 117337
chr2 38078
chr2 33512
chr2 34545
chr2 31817
chr2 83002
chr2 61
chr2 16907
chr2 87105
chr2 36032
chr2 138673
chr2 34797
chr2 9226
chr2 27
chr2 68844
chr2 60568
chr2 33732
chr2 53356
chr2 117730
chr2 47152
chr2 69349
chr2 139122
chr2 210265
chr2 31801
chr2 132427
chr2 187674
chr2 3827
chr2 51744
chr2 161868
chr2 20079
chr2 46678
chr2 51800
chr2 6274
chr2 31094
chr2 38295
chr2 5560
chr2 22554
chr2 105810
chr2 102671
chr2 12018
chr2 94300
chr2 4835
chr2 80988
chr2 139430
chr2 73037
chr2 35781
chr2 22551
chr2 49343
chr2 19920
chr2 6196
chr2 13062
chr2 255
chr2 10193
chr2 20
chr2 33764
chr2 35250
chr2 20127
chr2 3220
chr2 6094
chr2 16307
chr2 12933
chr2 89381
chr2 32005
chr2 8927
chr2 23828
chr2 20144
chr2 48102
chr2 58226
chr2 104691
chr2 7448
chr2 114205
chr2 84542
chr2 5591
chr2 47799
chr2 17308
chr2 102596
chr2 38
chr2 18051
chr2 18220
chr2 17984
chr2 429
chr2 149318
chr2 63365
chr2 46224
chr2 30560
chr2 161744
chr2 1044
chr2 85815
chr2 151514
chr2 55733
chr2 27793
chr2 5128
chr2 57421
chr2 70598
chr2 148393
chr2 161261
chr2 50939
chr2 74109
chr2 55870
chr2 44451
chr2 47490
chr2 66659
chr2 268
chr2 79845
chr2 60529
chr2 91801
chr2 13579
chr2 80195
chr2 115
chr2 67320
chr2 38
chr2 17258
chr2 11619
chr2 106586
chr2 23609
chr2 31229
chr2 50267
chr2 22
chr2 17085
chr2 304012
chr2 19035
chr2 13638
chr2 154164
chr2 82990
chr2 58
chr2 12799
chr2 49496
chr2 3104
chr2 99398
chr2 66388
chr2 205591
chr2 31439
chr2 33268
chr2 25753
chr2 61828
chr2 113147
chr2 182728
chr2 173305
chr2 23050
chr2 51
chr2 70279
chr2 41389
chr2 123202
chr2 260588
chr2 11624
chr2 10610
chr2 27920
chr2 137
chr2 41457
chr2 2628
chr2 24259
chr2 878
chr2 156708
chr2 188525
chr2 124778
chr2 12867
chr2 19775
chr2 20469
chr2 31938
chr2 26632
chr2 64526
chr2 19491
chr2 20
chr2 165553
chr2 54921
chr2 60716
chr2 105325
chr2 63593
chr2 32299
chr2 135700
chr2 95860
chr2 71673
chr2 14522
chr2 32159
chr2 26
chr2 27497
chr2 38442
chr2 93447
chr2 19790
chr2 27065
chr2 81143
chr2 37804
chr2 175991
chr2 66677
chr2 115969
chr2 125590
chr2 17530
chr2 22946
chr2 423235
chr2 235695
chr2 4577
chr2 15027
chr2 9066
chr2 337365
chr2 89531
chr2 83205
chr2 42490
chr2 21114
chr2 15443
chr2 54057
chr2 76344
chr2 162630
chr2 59959
chr2 162931
chr2 8769
chr2 58573
chr2 5409
chr2 42993
chr2 7130
chr2 25250
chr2 9
chr2 144456
chr2 2396
chr2 9257
chr2 26429
chr2 46239
chr2 61424
chr2 29834
chr2 17089
chr2 5712
chr2 106854
chr2 13075
chr2 74762
chr2 9901
chr2 7710
chr2 11710
chr2 131580
chr2 16867
chr2 12261
chr2 82061
chr2 39898
chr2 61647
chr2 32146
chr2 40602
chr2 16139
chr2 105231
chr2 11057
chr2 42309
chr2 22618
chr2 30307
chr2 81651
chr2 40162
chr2 71
chr2 1172
chr2 19527
chr2 16164
chr2 35315
chr2 47754
chr2 11600
chr2 82532
chr2 12683
chr2 14083
chr2 54868
chr2 38
chr2 32439
chr2 5541
chr2 13616
chr2 35117
chr2 24695
chr2 22693
chr2 15846
chr2 34748
chr2 56798
chr2 15653
chr2 15100
chr2 106028
chr2 9588
chr2 68601
chr2 18138
chr2 15379
chr2 42353
chr2 73
chr2 26637
chr2 2331
chr2 69824
chr2 21326
chr2 173540
chr2 70769
chr2 149877
chr2 70338
chr2 47
chr2 113185
chr2 7497
chr2 30
chr2 5859
chr2 6609
chr2 160378
chr2 163193
chr2 14997
chr2 5371
chr2 2245
chr2 93092
chr2 176277
chr2 24486
chr2 94910
chr2 8446
chr2 5736
chr2 47961
chr2 43738
chr2 17733
chr2 130987
chr2 37345
chr2 37744
chr2 8058
chr2 18979
chr2 20872
chr2 58351
chr2 15404
chr2 116759
chr2 31466
chr2 100943
chr2 3970
chr2 25261
chr2 161265
chr2 24889
chr2 73374
chr2 5261
chr2 11352
chr2 43415
chr2 92360
chr2 69922
chr2 27133
chr2 22926
chr2 290
chr2 103964
chr2 142080
chr2 38
chr2 15424
chr2 200667
chr2 46
chr2 6803
chr2 82731
chr2 29802
chr2 36188
chr2 42476
chr2 7596
chr2 51661
chr2 50053
chr2 102721
chr2 25929
chr2 151709
chr2 20335
chr2 6020
chr2 979
chr2 37589
chr2 166357
chr2 275860
chr2 17342
chr2 109
chr2 26627
chr2 154637
chr2 6156
chr2 9891
chr2 382039
chr2 93375
chr2 274
chr2 25940
chr2 100001
chr2 381257
chr2 100133
chr2 15
chr2 66515
chr2 74799
chr2 72632
chr2 8840
chr2 257643
chr2 36880
chr2 41977
chr2 137185
chr2 30791
chr2 41137
chr2 15078
chr2 18000
chr2 54736
chr2 93398
chr2 102312
chr2 383989
chr2 351986
chr2 121069
chr2 27481
chr2 96650
chr2 7222
chr2 88864
chr2 102466
chr2 241591
chr2 264247
chr2 52317
chr2 55792
chr2 38059
chr2 131961
chr2 61333
chr2 3176
chr2 136683
chr2 345040
chr2 2825
chr2 61356
chr2 19800
chr2 94019
chr2 219400
chr2 23138
chr2 12633
chr2 57
chr2 5631
chr2 55587
chr2 81702
chr2 38954
chr2 45626
chr2 10515
chr2 101643
chr2 47011
chr2 213366
chr2 88073
chr2 93235
chr2 731406
chr2 77044
chr2 19802
chr2 72186
chr2 176814
chr2 24138
chr2 10849
chr2 7557
chr2 11066
chr2 129708
chr2 33864
chr2 56482
chr2 55718
chr2 343517
chr2 26029
chr2 682050
chr2 62
chr2 256870
chr2 6543
chr2 73
chr2 113
chr2 8466
chr2 65182
chr2 22856
chr2 77063
chr2 21912
chr2 140308
chr2 3676
chr2 16565
chr2 16
chr2 13176
chr2 2401
chr2 38
chr2 27613
chr2 22338
chr2 11487
chr2 7795
chr2 9876
chr2 1323
chr2 12560
chr2 16244
chr2 14049
chr2 65
chr2 16412
chr2 27860
chr2 36908
chr2 92135
chr2 31155
chr2 142629
chr2 18150
chr2 8546
chr2 11344
chr2 20240
chr2 5296
chr2 14058
chr2 10798
chr2 8994
chr2 566
chr2 24
chr2 19504
chr2 65379
chr2 381
chr2 21161
chr2 119156
chr2 101549
chr2 2455
chr2 146001
chr2 21236
chr2 31129
chr2 57936
chr2 29453
chr2 4575
chr2 222116
chr2 75352
chr2 70974
chr2 15800
chr2 60824
chr2 9957
chr2 105798
chr2 59934
chr2 8740
chr2 5681
chr2 88528
chr2 4926
chr2 45380
chr2 93514
chr2 14992
chr2 47402
chr2 50061
chr2 106838
chr2 4303
chr2 56183
chr2 155900
chr2 26
chr2 4777
chr2 46331
chr2 6689
chr2 13709
chr2 160068
chr2 151660
chr2 48343
chr2 254891
chr2 177389
chr2 31883
chr2 56082
chr2 18799
chr2 43671
chr2 22072
chr2 38
chr2 40666
chr2 64103
chr2 68939
chr2 111210
chr2 8246
chr2 115608
chr2 97947
chr2 20991
chr2 98786
chr2 26776
chr2 199032
chr2 169743
chr2 49685
chr2 31488
chr2 5483
chr2 9387
chr2 12778
chr2 35514
chr2 106103
chr2 28270
chr2 137224
chr2 4
chr2 45564
chr2 194933
chr2 75751
chr2 40198
chr2 7085
chr2 71473
chr2 61833
chr2 80074
chr2 19876
chr2 83493
chr2 143338
chr2 90192
chr2 42551
chr2 35541
chr2 54351
chr2 17
chr2 62111
chr2 86988
chr2 65957
chr2 28042
chr2 104116
chr2 97984
chr2 3604
chr2 53700
chr2 32661
chr2 34446
chr2 216506
chr2 78861
chr2 91074
chr2 72095
chr2 72606
chr2 63878
chr2 31748
chr2 36867
chr2 12920
chr2 23131
chr2 293103
chr2 39063
chr2 133763
chr2 21752
chr2 446634
chr2 47093
chr2 26678
chr2 134
chr2 7442
chr2 13682
chr2 107350
chr2 36638
chr2 327615
chr2 27461
chr2 153451
chr2 80089
chr2 231423
chr2 34864
chr2 77719
chr2 111005
chr2 105
chr2 222936
chr2 132
chr2 78950
chr2 4753
chr2 6809
chr2 134332
chr2 103860
chr2 49749
chr2 112
chr2 227462
chr2 768982
chr2 204207
chr2 343255
chr2 200761
chr2 73086
chr2 194975
chr2 197350
chr2 34
chr2 71681
chr2 157610
chr2 400988
chr2 38
chr2 77179
chr2 73271
chr2 92206
chr2 101198
chr2 28867
chr2 21793
chr2 40327
chr2 7269
chr2 17162
chr2 110898
chr2 20681
chr2 123134
chr2 95514
chr2 120108
chr2 66613
chr2 209599
chr2 19351
chr2 249211
chr2 42728
chr2 5992
chr2 14371
chr2 10147
chr2 78370
chr2 29058
chr2 19542
chr2 69563
chr2 76506
chr2 21481
chr2 87711
chr2 38983
chr2 16990
chr2 118325
chr2 105986
chr2 127371
chr2 35707
chr2 30629
chr2 62898
chr2 135121
chr2 52279
chr2 222768
chr2 81921
chr2 121685
chr2 65828
chr2 165512
chr2 70745
chr2 54767
chr2 24363
chr2 9437
chr2 83451
chr2 28651
chr2 17881
chr2 25023
chr2 39945
chr2 56734
chr2 3755
chr2 77394
chr2 2948
chr2 46339
chr2 19156
chr2 128
chr2 182370
chr2 26552
chr2 82320
chr2 282547
chr2 215231
chr2 81492
chr2 49722
chr2 134472
chr2 142278
chr2 208101
chr2 26627
chr2 9051
chr2 40
chr2 5631
chr2 40160
chr2 7071
chr2 2395
chr2 2096
chr2 37826
chr2 91366
chr2 88392
chr2 278467
chr2 198265
chr2 200320
chr2 29761
chr2 36690
chr2 13226
chr2 5413
chr2 16192
chr2 8590
chr2 38209
chr2 14539
chr2 25846
chr2 26339
chr2 10383
chr2 37568
chr2 20237
chr2 139358
chr2 7832
chr2 18642
chr2 54710
chr2 40536
chr2 5537
chr2 10930
chr2 167681
chr2 31235
chr2 11631
chr2 7470
chr2 68118
chr2 48087
chr2 10705
chr2 64339
chr2 22160
chr2 18129
chr2 72573
chr2 11877
chr2 42853
chr2 66565
chr2 3006
chr2 240857
chr2 119183
chr2 41836
chr2 65309
chr2 14103
chr2 23573
chr2 2035
chr2 15014
chr2 19629
chr2 276359
chr2 135861
chr2 2067
chr2 8373
chr2 70011
chr2 7237
chr2 6874
chr2 28
chr2 123584
chr2 165824
chr2 68895
chr2 54526
chr2 15492
chr2 179538
chr2 233799
chr2 992316
chr2 117571
chr2 152802
chr2 58725
chr2 235696
chr2 123027
chr2 105614
chr2 194017
chr2 479016
chr2 63318
chr2 14993
chr2 130
chr2 34088
chr2 9553
chr2 8981
chr2 35689
chr2 1282
chr2 39068
chr2 168164
chr2 7410
chr2 60007
chr2 106359
chr2 57390
chr2 85073
chr2 84799
chr2 101427
chr2 11300
chr2 41821
chr2 23621
chr2 146104
chr2 137900
chr2 17095
chr2 92
chr2 23515
chr2 275995
chr2 61056
chr2 73678
chr2 491104
chr2 631918
chr2 101691
chr2 25468
chr2 33396
chr2 122944
chr2 258531
chr2 102
chr2 352739
chr2 878
chr2 479
chr2 10842
chr2 23005
chr2 216637
chr2 34041
chr2 168838
chr2 116350
chr2 59837
chr2 26045
chr2 188
chr2 502028
chr2 24011
chr2 361481
chr2 112107
chr2 63
chr2 110
chr2 83
chr2 348903
chr2 185882
chr2 322940
chr2 139975
chr2 39491
chr2 171232
chr2 12572
chr2 30102
chr2 186590
chr2 102
chr2 38386
chr2 66
chr2 135596
chr2 11492
chr2 54912
chr2 481996
chr2 699910
chr2 96200
chr2 859
chr2 2198
chr2 89052
chr2 27219
chr2 48705
chr20 30370
chr20 74971
chr20 80
chr20 375206
chr20 270303
chr20 88002
chr20 181554
chr20 23155
chr20 398245
chr20 97837
chr20 53895
chr20 81579
chr20 54973
chr20 232422
chr20 107502
chr20 24
chr20 100242
chr20 100874
chr20 135283
chr20 177882
chr20 688368
chr20 105182
chr20 33561
chr20 15573
chr20 9582
chr20 78144
chr20 22211
chr20 155342
chr20 127327
chr20 217271
chr20 145164
chr20 54676
chr20 77718
chr20 2012
chr20 58252
chr20 18745
chr20 27231
chr20 75646
chr20 19950
chr20 36860
chr20 56781
chr20 23838
chr20 210299
chr20 252121
chr20 13709
chr20 12330
chr20 9931
chr20 6996
chr20 91405
chr20 59427
chr20 44502
chr20 18360
chr20 19646
chr20 39654
chr20 1981
chr20 242260
chr20 76011
chr20 302112
chr20 27416
chr20 25621
chr20 51038
chr20 93060
chr20 40323
chr20 51097
chr20 20846
chr20 199804
chr20 44769
chr20 122401
chr20 30046
chr20 132845
chr20 204724
chr20 50836
chr20 24744
chr20 16833
chr20 63051
chr20 37
chr20 61871
chr20 259938
chr20 14812
chr20 23166
chr20 16646
chr20 4165
chr20 63836
chr20 19863
chr20 309
chr20 53220
chr20 91219
chr20 102237
chr20 2412
chr20 630
chr20 51519
chr20 19905
chr20 55771
chr20 83051
chr20 994
chr20 80866
chr20 28818
chr20 64964
chr20 11810
chr20 76795
chr20 32236
chr20 414412
chr20 68195
chr20 67278
chr20 36994
chr20 29
chr20 143879
chr20 170296
chr20 126064
chr20 46509
chr20 29586
chr20 56715
chr20 46545
chr20 8686
chr20 11949
chr20 3178
chr20 163097
chr20 29353
chr20 132652
chr20 42216
chr20 122493
chr20 70957
chr20 438628
chr20 13282
chr20 75598
chr20 46297
chr20 35131
chr20 120731
chr20 26632
chr20 30486
chr20 40151
chr20 233238
chr20 152022
chr20 161356
chr20 28473
chr20 78981
chr20 41387
chr20 101918
chr20 101
chr20 138140
chr20 116807
chr20 118796
chr20 62989
chr20 58050
chr20 6009
chr20 10366
chr20 48594
chr20 16178
chr20 92695
chr20 152575
chr20 9750
chr20 4154
chr20 70
chr20 130435
chr20 210717
chr20 211055
chr20 57781
chr20 6292
chr20 17490
chr20 15980
chr20 38
chr20 11519
chr20 36528
chr20 77771
chr20 107947
chr20 314835
chr20 208569
chr20 24159
chr20 20833
chr20 183237
chr20 1554
chr20 55794
chr20 104710
chr20 114575
chr20 75229
chr20 330081
chr20 32537
chr20 202589
chr20 431877
chr20 63926
chr20 2075
chr20 283392
chr20 235157
chr20 21400
chr20 108317
chr20 39362
chr20 28491
chr20 127340
chr20 67237
chr20 38748
chr20 44298
chr20 36037
chr20 28807
chr20 52802
chr20 85563
chr20 39409
chr20 141
chr20 25434
chr20 6472
chr20 7217
chr20 6219
chr20 25893
chr20 32813
chr20 36987
chr20 21719
chr20 138327
chr20 46474
chr20 78295
chr20 336987
chr20 369746
chr20 89877
chr20 31136
chr20 13277
chr20 51848
chr20 101850
chr20 60400
chr20 24009
chr20 37432
chr20 95488
chr20 105671
chr20 6088
chr20 24354
chr20 132
chr20 36936
chr20 6465
chr20 44745
chr20 48487
chr20 7062
chr20 38
chr20 2097
chr20 46294
chr20 222076
chr20 230111
chr20 71514
chr20 28406
chr20 167673
chr20 27440
chr20 11402
chr20 8026
chr20 175217
chr20 38216
chr20 73508
chr20 15
chr20 174232
chr20 228956
chr20 1016
chr20 493436
chr20 214778
chr20 28573
chr20 136782
chr20 425
chr20 24748
chr20 11066
chr20 96109
chr20 52229
chr20 32630
chr20 108743
chr20 56505
chr20 12958
chr20 117270
chr20 82363
chr20 277
chr20 4850
chr20 19464
chr20 10
chr20 53301
chr20 26799
chr20 78923
chr20 8304
chr20 47511
chr20 35185
chr20 313231
chr20 87707
chr20 47794
chr20 77
chr20 18473
chr20 57496
chr20 13511
chr20 38881
chr20 4437
chr20 293723
chr20 13132
chr20 102454
chr20 8167
chr20 15433
chr20 170019
chr20 105104
chr20 32210
chr20 22941
chr20 58371
chr20 61735
chr20 20145
chr20 7699
chr20 62373
chr20 12311
chr20 34951
chr20 83257
chr20 230657
chr20 185412
chr20 120425
chr20 35145
chr20 291693
chr20 34048
chr20 49196
chr20 20880
chr20 52439
chr20 65814
chr20 15
chr20 300
chr20 45150
chr20 18
chr20 59134
chr20 8569
chr20 154730
chr20 115747
chr20 132170
chr20 46439
chr20 53515
chr20 648
chr20 15725
chr20 7661
chr20 5032
chr20 16167
chr20 42
chr20 80464
chr20 72822
chr20 6317
chr20 44718
chr20 110189
chr20 66219
chr20 133590
chr20 14445
chr20 6316
chr20 2463503
chr20 12289
chr20 45977
chr20 37280
chr20 7979
chr20 80026
chr20 45573
chr20 66763
chr20 84769
chr20 545
chr20 109039
chr20 9770
chr20 21848
chr20 29625
chr20 20815
chr20 32390
chr20 22153
chr20 7316
chr20 99297
chr20 545
chr20 65377
chr20 60572
chr20 32748
chr20 12560
chr20 8613
chr20 24173
chr20 102463
chr20 6978
chr20 15421
chr20 104426
chr20 239933
chr20 44218
chr20 44687
chr20 180371
chr20 80852
chr20 12
chr20 99570
chr20 32665
chr20 271
chr20 48155
chr20 186571
chr20 23241
chr20 68406
chr20 18924
chr20 314175
chr20 53697
chr20 58292
chr20 231178
chr20 22700
chr20 270427
chr20 499121
chr20 420047
chr20 158
chr20 84919
chr20 583186
chr20 252573
chr20 565811
chr20 283646
chr20 497360
chr20 54800
chr20 238901
chr20 542
chr20 42526
chr20 87033
chr20 780400
chr20 81578
chr20 51341
chr20 328090
chr20 1331527
chr20 29618
chr20 42064
chr20 370423
chr20 295560
chr20 95
chr20 336186
chr20 231285
chr20 70009
chr20 23780
chr20 31077
chr20 71699
chr20 263953
chr20 82
chr20 127036
chr20 42449
chr20 189945
chr20 57675
chr20 209303
chr20 13846
chr20 40916
chr20 52205
chr20 600979
chr20 26799
chr20 282932
chr20 28698
chr20 41593
chr20 89723
chr20 80202
chr20 5147
chr20 34614
chr20 6812
chr20 38678
chr20 70079
chr20 47700
chr20 185923
chr20 43609
chr20 105828
chr20 22416
chr20 65390
chr20 16056
chr20 60447
chr20 26651
chr20 71780
chr20 14289
chr20 86797
chr20 50969
chr20 87609
chr20 18642
chr20 70370
chr20 22068
chr20 154623
chr20 256340
chr20 44175
chr20 22631
chr20 6901
chr20 469594
chr20 48233
chr20 129836
chr20 142317
chr20 608298
chr20 367739
chr20 26907
chr20 276756
chr20 55963
chr20 128989
chr20 30372
chr20 32639
chr20 8432
chr20 246722
chr20 891284
chr20 134693
chr20 29864
chr20 105630
chr20 415397
chr20 138088
chr20 55070
chr20 239945
chr20 87322
chr20 263383
chr20 334838
chr20 223440
chr20 38080
chr20 42499
chr20 115435
chr20 1090013
chr20 179818
chr20 37388
chr20 834360
chr20 67424
chr20 173644
chr20 10924
chr20 6255
chr20 192347
chr20 460240
chr20 11080
chr20 35845
chr20 106087
chr20 167541
chr20 24021
chr20 40247
chr20 24542
chr20 71196
chr20 12761
chr20 168687
chr20 66908
chr20 147665
chr20 279418
chr20 93703
chr20 57213
chr20 193
chr20 68184
chr20 497607
chr20 109223
chr20 71564
chr20 30386
chr20 37430
chr20 66
chr20 73153
chr20 30111
chr20 28464
chr20 40955
chr20 73704
chr20 28150
chr20 33263
chr20 144350
chr20 32468
chr20 40942
chr20 17831
chr20 25320
chr20 8
chr20 33990
chr20 98815
chr20 97976
chr20 61665
chr20 93612
chr20 82653
chr20 45446
chr20 5245
chr20 29118
chr20 101144
chr20 3997
chr20 20553
chr20 51191
chr20 12486
chr20 30459
chr20 136990
chr20 27429
chr20 30152
chr20 43914
chr20 30867
chr20 12422
chr20 5636
chr20 10428
chr20 27832
chr20 70241
chr20 46503
chr20 8214
chr20 2369
chr20 70188
chr20 104781
chr20 33217
chr20 174153
chr20 8
chr20 20037
chr20 74083
chr20 269783
chr20 65548
chr20 15359
chr20 153
chr20 80333
chr20 61065
chr20 8595
chr20 206283
chr20 32846
chr20 134486
chr20 64258
chr20 494133
chr20 7587
chr20 554648
chr20 519516
chr20 21487
chr20 98521
chr20 351120
chr20 43
chr20 101464
chr20 223313
chr20 30088
chr20 11322
chr20 26532
chr20 46731
chr20 57458
chr20 69536
chr20 86186
chr20 96884
chr20 84966
chr20 122351
chr20 34842
chr20 32679
chr20 121940
chr20 28690
chr20 93
chr20 34849
chr20 109178
chr20 5388
chr20 3535
chr20 46900
chr20 72376
chr20 109377
chr20 238141
chr20 45899
chr20 122005
chr20 38
chr20 276445
chr20 297635
chr20 536925
chr20 42
chr20 44126
chr20 293064
chr20 24545
chr20 1196940
chr20 74306
chr21 4352
chr21 15179
chr21 19953
chr21 8132
chr21 57924
chr21 370009
chr21 542701
chr21 91716
chr21 151434
chr21 356788
chr21 49937
chr21 8083
chr21 122269
chr21 75275
chr21 80933
chr21 22687
chr21 58292
chr21 143982
chr21 169206
chr21 32829
chr21 172248
chr21 41770
chr21 1897
chr21 109958
chr21 163706
chr21 107092
chr21 227288
chr21 142357
chr21 10981
chr21 85109
chr21 71109
chr21 94592
chr21 23983
chr21 102396
chr21 13094
chr21 2402
chr21 26048
chr21 31384
chr21 75789
chr21 32178
chr21 1534
chr21 10916
chr21 70856
chr21 17611
chr21 44579
chr21 1969
chr21 357719
chr21 50134
chr21 131692
chr21 57739
chr21 88063
chr21 1193
chr21 42983
chr21 40830
chr21 69036
chr21 2057
chr21 188295
chr21 37959
chr21 11629
chr21 156326
chr21 80781
chr21 2437299
chr21 7342
chr21 55606
chr21 23357
chr21 108132
chr21 49
chr21 93937
chr21 62
chr21 55283
chr21 20914
chr21 33941
chr21 81209
chr21 20279
chr21 16362
chr21 140191
chr21 49944
chr21 8109
chr21 31200
chr21 133138
chr21 228377
chr21 19233
chr21 290731
chr21 46450
chr21 88946
chr21 5597
chr21 33029
chr21 12283
chr21 40552
chr21 16234
chr21 67419
chr21 42892
chr21 63974
chr21 267641
chr21 135720
chr21 382047
chr21 212241
chr21 3212
chr21 86660
chr21 13231
chr21 112636
chr21 22794
chr21 27
chr21 292598
chr21 171881
chr21 40161
chr21 5500
chr21 50964
chr21 8635
chr21 75
chr21 9042
chr21 566
chr21 1706
chr21 3816
chr21 48719
chr21 98850
chr21 36830
chr21 15317
chr21 44657
chr21 58005
chr21 56151
chr21 76027
chr21 32355
chr21 41336
chr21 30801
chr21 10478
chr21 26836
chr21 5106
chr21 63722
chr21 106396
chr21 7209
chr21 88916
chr21 66161
chr21 94921
chr21 38
chr21 21460
chr21 31663
chr21 57202
chr21 9617
chr21 39333
chr21 62520
chr21 4253
chr21 11000
chr21 64640
chr21 133971
chr21 21739
chr21 64591
chr21 36899
chr21 129497
chr21 6032
chr21 22655
chr21 37160
chr21 93940
chr21 126694
chr21 63799
chr21 31540
chr21 12732
chr21 155039
chr21 193958
chr21 114964
chr21 77719
chr21 54021
chr21 106777
chr21 103664
chr21 33047
chr21 58471
chr21 10215
chr21 36340
chr21 9492
chr21 11409
chr21 15837
chr21 84567
chr21 52461
chr21 4687
chr21 62703
chr21 54788
chr21 52090
chr21 33757
chr21 36860
chr21 105868
chr21 85417
chr21 1917
chr21 45866
chr21 56683
chr21 81985
chr21 16459
chr21 47707
chr21 129602
chr21 148561
chr21 39846
chr21 114166
chr21 149946
chr21 25879
chr21 20499
chr21 147457
chr21 23678
chr21 264827
chr21 1161
chr21 129783
chr21 107932
chr21 83248
chr21 3020
chr21 26474
chr21 8291
chr21 44806
chr21 68986
chr21 188147
chr21 127927
chr21 158971
chr21 29274
chr21 93339
chr21 79594
chr21 22255
chr21 11036
chr21 10419
chr21 4233
chr21 13954
chr21 2996
chr21 48028
chr21 30974
chr21 163528
chr21 39018
chr21 72683
chr21 246760
chr21 227993
chr21 38215
chr21 111299
chr21 22113
chr21 33170
chr21 218340
chr21 751
chr21 9422
chr21 22243
chr21 43974
chr21 78176
chr21 44026
chr21 97572
chr21 12231
chr21 29207
chr21 15161
chr21 26189
chr21 17194
chr21 100166
chr21 20377
chr21 37966
chr21 2569
chr21 34987
chr21 43191
